order_id,store_id,ts,loyalty_id,items,basket_value
48,1101,2025-08-01T18:28:00,6,VEG_BALLS;VEG_BALLS,9.85
49,1101,2025-08-01T15:30:00,3817,COFFEE,27.57
50,1101,2025-08-01T17:14:00,2749,COFFEE;COFFEE;SALMON,18.03
51,1101,2025-08-01T11:27:00,2584,MEATBALLS,31.41
52,1101,2025-08-01T19:02:00,3649,COFFEE,31.13
53,1101,2025-08-01T12:49:00,1458,SALMON;CINNAMON_BUN,22.14
54,1101,2025-08-01T11:36:00,187,SALMON,28.49
55,1101,2025-08-01T13:52:00,3957,KIDS,25.4
56,1101,2025-08-01T18:57:00,83,VEG_BALLS;MEATBALLS,17.43
57,1101,2025-08-01T14:10:00,356,SALMON,18.76
58,1101,2025-08-01T14:43:00,3119,MEATBALLS,10.45
59,1101,2025-08-01T16:14:00,2563,VEG_BALLS,22.63
60,1101,2025-08-01T15:59:00,5133,COFFEE;MEATBALLS;CINNAMON_BUN,21.46
61,1101,2025-08-01T15:29:00,5289,MEATBALLS,11.93
62,1101,2025-08-01T14:57:00,92,KIDS,15.62
63,1101,2025-08-01T19:02:00,1618,SALMON,18.93
64,1101,2025-08-01T16:31:00,4566,KIDS;SALMON,23.35
65,1101,2025-08-01T18:15:00,110,KIDS;KIDS,17.51
66,1101,2025-08-01T15:06:00,3000,COFFEE,18.2
67,1101,2025-08-01T16:52:00,5311,CINNAMON_BUN,23.68
68,1101,2025-08-01T18:31:00,1002,KIDS;VEG_BALLS;CINNAMON_BUN,19.61
69,1101,2025-08-01T19:04:00,1144,VEG_BALLS,25.4
70,1101,2025-08-01T19:43:00,5550,SALMON,20.84
71,1101,2025-08-01T19:51:00,4539,SALMON,32.71
72,1101,2025-08-01T13:24:00,4710,COFFEE,22.25
73,1101,2025-08-01T15:31:00,1343,VEG_BALLS,28.52
74,1101,2025-08-01T16:53:00,159,KIDS,30.34
75,1101,2025-08-01T19:48:00,3065,VEG_BALLS,11.01
76,1101,2025-08-01T17:20:00,2304,COFFEE,15.21
77,1101,2025-08-01T15:25:00,4501,VEG_BALLS,21.73
78,1101,2025-08-01T16:55:00,3677,COFFEE,30.98
79,1101,2025-08-01T10:14:00,5976,SALMON,24.15
80,1101,2025-08-01T16:39:00,3815,MEATBALLS,26.87
81,1101,2025-08-01T14:13:00,3729,CINNAMON_BUN,6.89
82,1101,2025-08-01T19:04:00,5827,COFFEE;COFFEE;COFFEE,18.61
83,1101,2025-08-01T18:00:00,890,MEATBALLS,8.31
84,1101,2025-08-01T13:28:00,4205,KIDS;VEG_BALLS;MEATBALLS,19.52
85,1101,2025-08-01T16:54:00,382,VEG_BALLS;CINNAMON_BUN;SALMON,32.97
86,1101,2025-08-01T19:02:00,2469,CINNAMON_BUN,25.06
87,1101,2025-08-01T17:02:00,5319,CINNAMON_BUN,16.39
88,1101,2025-08-01T14:45:00,2527,KIDS,31.37
89,1101,2025-08-01T12:16:00,3221,COFFEE,14.61
90,1101,2025-08-01T15:43:00,559,VEG_BALLS,34.14
91,1101,2025-08-01T18:32:00,2647,SALMON,28.8
92,1101,2025-08-01T16:32:00,4123,VEG_BALLS,10.0
93,1101,2025-08-01T12:14:00,3701,COFFEE;MEATBALLS;COFFEE,32.77
94,1101,2025-08-01T19:20:00,1150,MEATBALLS;COFFEE,17.09
95,1101,2025-08-01T16:25:00,2751,MEATBALLS;KIDS,29.24
96,1101,2025-08-01T13:09:00,3049,KIDS,10.65
97,1101,2025-08-01T16:42:00,1106,KIDS,23.33
98,1101,2025-08-01T15:09:00,3888,VEG_BALLS,14.92
99,1101,2025-08-01T17:57:00,5590,CINNAMON_BUN,22.78
100,1101,2025-08-01T17:34:00,2230,COFFEE,9.93
101,1101,2025-08-01T17:17:00,3097,MEATBALLS,28.78
102,1101,2025-08-01T14:14:00,5268,SALMON,18.22
103,1101,2025-08-01T14:05:00,3145,SALMON,14.95
104,1101,2025-08-01T15:24:00,1227,MEATBALLS,14.0
105,1101,2025-08-01T14:31:00,2934,VEG_BALLS,18.6
106,1101,2025-08-01T16:55:00,4202,CINNAMON_BUN;CINNAMON_BUN,9.75
107,1101,2025-08-01T15:00:00,133,COFFEE,22.01
108,1101,2025-08-01T18:15:00,2775,SALMON,12.6
109,1101,2025-08-01T16:18:00,2210,MEATBALLS;VEG_BALLS,14.73
110,1101,2025-08-01T17:15:00,1505,SALMON,32.99
111,1101,2025-08-01T14:20:00,5347,CINNAMON_BUN,34.14
112,1101,2025-08-01T16:20:00,5698,MEATBALLS,11.48
113,1101,2025-08-01T13:15:00,4496,KIDS;VEG_BALLS,18.28
114,1101,2025-08-01T17:01:00,575,CINNAMON_BUN,16.44
115,1101,2025-08-01T18:05:00,5714,CINNAMON_BUN,25.2
116,1101,2025-08-01T13:41:00,2646,SALMON;CINNAMON_BUN;KIDS,22.42
117,1101,2025-08-01T15:10:00,350,COFFEE,14.39
118,1101,2025-08-01T14:42:00,3213,VEG_BALLS;KIDS,14.1
119,1101,2025-08-01T11:04:00,2966,KIDS;VEG_BALLS,21.21
120,1101,2025-08-01T13:11:00,4927,VEG_BALLS,34.75
121,1101,2025-08-01T15:18:00,5178,VEG_BALLS,29.57
122,1101,2025-08-01T18:51:00,3821,MEATBALLS,11.12
123,1101,2025-08-01T18:25:00,642,COFFEE,29.5
124,1101,2025-08-01T16:46:00,4411,SALMON,6.09
125,1101,2025-08-01T18:17:00,4930,MEATBALLS;COFFEE,34.1
126,1101,2025-08-01T11:14:00,206,COFFEE,20.87
127,1101,2025-08-01T16:08:00,1577,SALMON,18.4
128,1101,2025-08-01T13:13:00,575,MEATBALLS;SALMON,24.17
129,1101,2025-08-01T19:57:00,4930,CINNAMON_BUN,29.5
130,1101,2025-08-01T13:14:00,4027,SALMON;CINNAMON_BUN;KIDS,27.07
131,1101,2025-08-01T15:19:00,2581,KIDS,14.61
132,1101,2025-08-01T17:41:00,2664,KIDS,27.15
133,1101,2025-08-01T16:31:00,2034,KIDS,17.89
134,1101,2025-08-01T19:54:00,4348,SALMON,24.17
135,1101,2025-08-01T15:17:00,3206,KIDS,21.24
136,1101,2025-08-01T16:11:00,591,KIDS;COFFEE,19.29
137,1101,2025-08-01T16:08:00,4208,COFFEE;VEG_BALLS;CINNAMON_BUN,29.83
138,1101,2025-08-01T19:58:00,4581,CINNAMON_BUN,9.54
139,1101,2025-08-01T17:24:00,988,KIDS;CINNAMON_BUN,13.77
140,1101,2025-08-01T15:18:00,320,CINNAMON_BUN,17.69
141,1101,2025-08-01T16:12:00,3320,CINNAMON_BUN,24.79
142,1101,2025-08-01T14:13:00,4290,MEATBALLS;MEATBALLS,6.52
143,1101,2025-08-01T12:36:00,3730,MEATBALLS,34.35
144,1101,2025-08-01T13:23:00,3838,SALMON;VEG_BALLS,18.34
145,1101,2025-08-01T17:34:00,2532,VEG_BALLS;COFFEE,17.46
146,1101,2025-08-01T13:11:00,1518,VEG_BALLS;KIDS;SALMON,29.51
147,1101,2025-08-01T19:44:00,449,VEG_BALLS,33.81
148,1101,2025-08-02T13:30:00,2325,COFFEE;MEATBALLS,17.29
149,1101,2025-08-02T19:29:00,5404,VEG_BALLS;KIDS,24.16
150,1101,2025-08-02T10:44:00,513,KIDS;MEATBALLS,32.23
151,1101,2025-08-02T13:43:00,1062,CINNAMON_BUN,17.33
152,1101,2025-08-02T16:40:00,2529,KIDS,11.51
153,1101,2025-08-02T17:19:00,488,MEATBALLS,32.89
154,1101,2025-08-02T10:49:00,3563,VEG_BALLS;KIDS,34.87
155,1101,2025-08-02T12:18:00,2339,KIDS,9.33
156,1101,2025-08-02T15:36:00,1499,CINNAMON_BUN,27.25
157,1101,2025-08-02T16:58:00,1417,COFFEE,12.66
158,1101,2025-08-02T17:07:00,1133,KIDS;CINNAMON_BUN;KIDS,34.88
159,1101,2025-08-02T15:08:00,1335,MEATBALLS,11.96
160,1101,2025-08-02T16:27:00,5405,COFFEE,24.93
161,1101,2025-08-02T15:25:00,2345,COFFEE;MEATBALLS;CINNAMON_BUN,20.09
162,1101,2025-08-02T18:53:00,2087,COFFEE,6.91
163,1101,2025-08-02T14:52:00,2403,MEATBALLS;COFFEE,9.19
164,1101,2025-08-02T13:10:00,597,CINNAMON_BUN,6.08
165,1101,2025-08-02T18:43:00,4218,SALMON,21.86
166,1101,2025-08-02T19:25:00,1669,VEG_BALLS,13.68
167,1101,2025-08-02T10:09:00,5327,KIDS;VEG_BALLS,22.0
168,1101,2025-08-02T16:17:00,3566,COFFEE,11.93
169,1101,2025-08-02T14:48:00,4969,COFFEE;CINNAMON_BUN,34.82
170,1101,2025-08-02T12:14:00,4864,MEATBALLS,29.65
171,1101,2025-08-02T15:04:00,1214,COFFEE,25.98
172,1101,2025-08-02T16:47:00,5905,SALMON,32.31
173,1101,2025-08-02T16:31:00,1566,SALMON,13.52
174,1101,2025-08-02T17:28:00,1850,KIDS,7.22
175,1101,2025-08-02T10:57:00,2366,SALMON;VEG_BALLS,7.64
176,1101,2025-08-02T16:17:00,3951,COFFEE;KIDS,30.01
177,1101,2025-08-02T12:13:00,3643,MEATBALLS,34.81
178,1101,2025-08-02T14:28:00,1282,VEG_BALLS;KIDS,16.45
179,1101,2025-08-02T18:15:00,3795,VEG_BALLS,34.45
180,1101,2025-08-02T14:03:00,899,KIDS,26.87
181,1101,2025-08-02T19:03:00,4316,KIDS,6.94
182,1101,2025-08-02T13:08:00,4864,CINNAMON_BUN;COFFEE,8.47
183,1101,2025-08-02T16:21:00,1570,MEATBALLS;VEG_BALLS,31.35
184,1101,2025-08-02T11:18:00,5606,VEG_BALLS;KIDS,31.39
185,1101,2025-08-02T15:09:00,5993,CINNAMON_BUN,12.63
186,1101,2025-08-02T10:08:00,1520,COFFEE,19.88
187,1101,2025-08-02T12:11:00,3151,CINNAMON_BUN;MEATBALLS,22.5
188,1101,2025-08-02T13:55:00,2697,CINNAMON_BUN,32.43
189,1101,2025-08-02T15:16:00,86,COFFEE;CINNAMON_BUN,15.83
190,1101,2025-08-02T13:43:00,158,COFFEE,26.99
191,1101,2025-08-02T12:29:00,3253,KIDS,34.71
192,1101,2025-08-02T14:31:00,3106,COFFEE,23.28
193,1101,2025-08-02T16:16:00,2836,COFFEE;VEG_BALLS,23.66
194,1101,2025-08-02T16:03:00,1472,CINNAMON_BUN,6.29
195,1101,2025-08-02T10:22:00,3837,VEG_BALLS;VEG_BALLS;VEG_BALLS,31.95
196,1101,2025-08-02T18:32:00,2431,MEATBALLS,10.42
197,1101,2025-08-02T10:50:00,4689,SALMON,10.58
198,1101,2025-08-02T17:37:00,5943,SALMON,10.29
199,1101,2025-08-02T13:23:00,2763,MEATBALLS,22.68
200,1101,2025-08-02T16:48:00,2656,CINNAMON_BUN,13.62
201,1101,2025-08-02T18:49:00,1885,KIDS,24.67
202,1101,2025-08-02T17:21:00,1129,VEG_BALLS,17.81
203,1101,2025-08-02T18:46:00,3572,SALMON,10.35
204,1101,2025-08-02T15:11:00,1195,SALMON;VEG_BALLS,8.1
205,1101,2025-08-02T18:32:00,4843,CINNAMON_BUN;VEG_BALLS,12.4
206,1101,2025-08-02T15:24:00,1019,SALMON,22.23
207,1101,2025-08-02T18:43:00,4218,CINNAMON_BUN,15.08
208,1101,2025-08-02T13:39:00,5125,KIDS,9.86
209,1101,2025-08-02T11:54:00,5066,VEG_BALLS,27.29
210,1101,2025-08-02T14:53:00,3450,COFFEE;CINNAMON_BUN,9.42
211,1101,2025-08-02T12:12:00,5988,SALMON;COFFEE,20.73
212,1101,2025-08-02T18:21:00,5554,KIDS,9.85
213,1101,2025-08-02T15:27:00,2845,VEG_BALLS;VEG_BALLS;MEATBALLS,21.27
214,1101,2025-08-02T16:08:00,5570,SALMON;KIDS,8.47
215,1101,2025-08-02T16:12:00,1486,KIDS,20.47
216,1101,2025-08-02T13:49:00,4789,KIDS;CINNAMON_BUN;CINNAMON_BUN,21.58
217,1101,2025-08-02T14:07:00,3177,VEG_BALLS,20.11
218,1101,2025-08-02T16:26:00,1488,SALMON,20.71
219,1101,2025-08-02T17:16:00,112,VEG_BALLS,22.85
220,1101,2025-08-02T15:10:00,1068,VEG_BALLS;CINNAMON_BUN,7.03
221,1101,2025-08-02T16:54:00,4050,CINNAMON_BUN,32.16
222,1101,2025-08-02T15:00:00,2241,VEG_BALLS,18.28
223,1101,2025-08-02T14:04:00,4277,COFFEE;CINNAMON_BUN,13.85
224,1101,2025-08-02T19:15:00,4367,MEATBALLS;COFFEE,34.1
225,1101,2025-08-02T12:52:00,4444,SALMON,9.51
226,1101,2025-08-02T13:23:00,5852,CINNAMON_BUN,16.48
227,1101,2025-08-02T16:55:00,3088,SALMON,27.32
228,1101,2025-08-02T18:15:00,801,CINNAMON_BUN;VEG_BALLS;COFFEE,32.23
229,1101,2025-08-02T16:53:00,4903,CINNAMON_BUN,15.84
230,1101,2025-08-02T16:09:00,2089,SALMON;MEATBALLS;CINNAMON_BUN,27.69
231,1101,2025-08-02T10:56:00,3348,CINNAMON_BUN;COFFEE,12.26
232,1101,2025-08-02T16:21:00,650,KIDS,7.62
233,1101,2025-08-02T16:29:00,4333,COFFEE;SALMON,7.42
234,1101,2025-08-02T16:37:00,2465,SALMON,14.11
235,1101,2025-08-02T18:08:00,73,COFFEE;MEATBALLS,16.66
236,1101,2025-08-02T14:54:00,4678,CINNAMON_BUN,15.68
237,1101,2025-08-02T11:40:00,3025,CINNAMON_BUN,13.78
238,1101,2025-08-02T19:50:00,307,VEG_BALLS,11.09
239,1101,2025-08-02T17:47:00,1735,MEATBALLS,30.75
240,1101,2025-08-02T10:30:00,1575,SALMON;COFFEE,11.41
241,1101,2025-08-02T15:56:00,2553,SALMON,19.94
242,1101,2025-08-02T16:33:00,1324,KIDS,25.26
243,1101,2025-08-02T16:51:00,5786,VEG_BALLS;KIDS,9.14
244,1101,2025-08-02T17:07:00,778,MEATBALLS;CINNAMON_BUN,25.93
245,1101,2025-08-02T15:08:00,606,MEATBALLS,10.26
246,1101,2025-08-02T18:35:00,3527,SALMON;MEATBALLS,34.43
247,1101,2025-08-02T18:25:00,4225,MEATBALLS;COFFEE,27.92
248,1101,2025-08-02T10:09:00,1905,KIDS,13.86
249,1101,2025-08-02T12:11:00,401,VEG_BALLS;SALMON;CINNAMON_BUN,9.88
250,1101,2025-08-02T17:36:00,44,MEATBALLS,29.34
251,1101,2025-08-02T15:35:00,1043,KIDS;SALMON,14.74
252,1101,2025-08-02T16:17:00,2443,VEG_BALLS;MEATBALLS,13.71
253,1101,2025-08-02T16:37:00,4974,COFFEE,33.16
254,1101,2025-08-02T18:27:00,1934,MEATBALLS,32.37
255,1101,2025-08-02T17:01:00,3447,MEATBALLS;CINNAMON_BUN,26.6
256,1101,2025-08-02T15:21:00,2815,VEG_BALLS,26.44
257,1101,2025-08-02T14:22:00,3534,SALMON,12.98
258,1101,2025-08-02T15:58:00,2482,KIDS;VEG_BALLS,10.29
259,1101,2025-08-02T16:04:00,3975,SALMON;MEATBALLS,14.65
260,1101,2025-08-02T15:29:00,4727,VEG_BALLS;MEATBALLS,25.26
261,1101,2025-08-02T17:24:00,4839,SALMON,12.3
262,1101,2025-08-02T15:19:00,928,CINNAMON_BUN,27.26
263,1101,2025-08-02T15:08:00,4384,CINNAMON_BUN;KIDS,7.24
264,1101,2025-08-02T18:31:00,5672,VEG_BALLS;CINNAMON_BUN,25.28
265,1101,2025-08-02T17:41:00,2585,KIDS,15.18
266,1101,2025-08-02T11:54:00,5613,VEG_BALLS,21.1
267,1101,2025-08-02T18:29:00,3088,MEATBALLS;VEG_BALLS;KIDS,24.12
268,1101,2025-08-02T11:21:00,5466,VEG_BALLS,21.69
269,1101,2025-08-02T16:32:00,271,VEG_BALLS,23.44
270,1101,2025-08-02T10:42:00,3853,VEG_BALLS,12.48
271,1101,2025-08-02T15:15:00,855,CINNAMON_BUN;VEG_BALLS,19.46
272,1101,2025-08-02T18:56:00,1130,VEG_BALLS;MEATBALLS,6.01
273,1101,2025-08-02T11:12:00,1843,MEATBALLS;VEG_BALLS,26.02
274,1101,2025-08-02T14:54:00,3408,SALMON;COFFEE,11.86
275,1101,2025-08-02T15:52:00,2789,SALMON;SALMON,27.98
276,1101,2025-08-02T17:54:00,4399,CINNAMON_BUN;SALMON;COFFEE,9.1
277,1101,2025-08-02T16:43:00,3054,SALMON,33.14
278,1101,2025-08-02T11:17:00,1582,SALMON;KIDS,19.64
279,1101,2025-08-02T15:01:00,2754,VEG_BALLS,18.27
280,1101,2025-08-02T16:58:00,462,COFFEE;SALMON,34.61
281,1101,2025-08-02T14:54:00,3987,CINNAMON_BUN;MEATBALLS,26.78
282,1101,2025-08-02T19:44:00,432,SALMON,6.46
283,1101,2025-08-02T16:48:00,5396,MEATBALLS;MEATBALLS,12.15
284,1101,2025-08-02T14:09:00,5852,KIDS;SALMON,14.82
285,1101,2025-08-02T15:28:00,467,COFFEE,17.27
286,1101,2025-08-02T14:11:00,1853,COFFEE;SALMON,32.04
287,1101,2025-08-02T19:34:00,1439,KIDS,21.74
288,1101,2025-08-02T15:30:00,3603,SALMON,32.87
289,1101,2025-08-02T15:16:00,193,MEATBALLS;SALMON;COFFEE,9.23
290,1101,2025-08-02T19:57:00,2207,SALMON,20.07
291,1101,2025-08-02T17:35:00,2401,VEG_BALLS,17.45
292,1101,2025-08-02T19:51:00,1989,SALMON,34.56
293,1101,2025-08-02T11:37:00,5199,SALMON,11.91
294,1101,2025-08-02T14:36:00,1960,COFFEE,18.17
295,1101,2025-08-02T16:00:00,3950,KIDS;COFFEE,32.53
296,1101,2025-08-02T18:22:00,4560,KIDS;KIDS;CINNAMON_BUN,8.63
297,1101,2025-08-02T11:11:00,4954,MEATBALLS,10.99
298,1101,2025-08-02T18:07:00,5759,CINNAMON_BUN,9.74
299,1101,2025-08-02T18:14:00,2123,KIDS,20.39
300,1101,2025-08-02T16:52:00,2535,SALMON;SALMON;KIDS,28.08
301,1101,2025-08-02T19:15:00,4316,KIDS;SALMON;KIDS,8.96
302,1101,2025-08-02T16:59:00,5541,SALMON,18.3
303,1101,2025-08-02T15:45:00,1013,CINNAMON_BUN,6.53
304,1101,2025-08-02T18:30:00,1433,KIDS;MEATBALLS,32.79
305,1101,2025-08-03T14:23:00,5695,CINNAMON_BUN;KIDS,11.96
306,1101,2025-08-03T18:02:00,7,MEATBALLS,26.0
307,1101,2025-08-03T16:10:00,3742,CINNAMON_BUN;MEATBALLS,26.22
308,1101,2025-08-03T10:10:00,4143,CINNAMON_BUN;CINNAMON_BUN,21.18
309,1101,2025-08-03T19:20:00,5632,COFFEE,8.19
310,1101,2025-08-03T17:42:00,493,CINNAMON_BUN;KIDS,19.43
311,1101,2025-08-03T17:16:00,3660,CINNAMON_BUN,21.03
312,1101,2025-08-03T12:33:00,88,VEG_BALLS;SALMON,14.11
313,1101,2025-08-03T19:15:00,1118,VEG_BALLS;KIDS;CINNAMON_BUN,12.7
314,1101,2025-08-03T15:43:00,572,COFFEE,16.51
315,1101,2025-08-03T17:51:00,3200,KIDS,21.41
316,1101,2025-08-03T17:14:00,1376,KIDS;COFFEE,29.37
317,1101,2025-08-03T16:46:00,1256,COFFEE;COFFEE,33.89
318,1101,2025-08-03T16:04:00,1498,MEATBALLS;SALMON,7.62
319,1101,2025-08-03T17:30:00,5976,MEATBALLS,7.06
320,1101,2025-08-03T15:01:00,3648,MEATBALLS,10.16
321,1101,2025-08-03T11:01:00,56,MEATBALLS;SALMON,8.96
322,1101,2025-08-03T17:01:00,3539,VEG_BALLS;MEATBALLS,20.67
323,1101,2025-08-03T14:41:00,2750,KIDS,15.51
324,1101,2025-08-03T15:43:00,4896,KIDS;CINNAMON_BUN,32.68
325,1101,2025-08-03T18:37:00,5504,CINNAMON_BUN,29.7
326,1101,2025-08-03T12:07:00,3811,SALMON;COFFEE,12.23
327,1101,2025-08-03T16:15:00,4755,CINNAMON_BUN,30.33
328,1101,2025-08-03T17:31:00,3484,COFFEE;KIDS,8.76
329,1101,2025-08-03T17:14:00,3085,SALMON,20.73
330,1101,2025-08-03T16:04:00,526,MEATBALLS,20.02
331,1101,2025-08-03T16:03:00,656,COFFEE,14.47
332,1101,2025-08-03T16:45:00,5975,VEG_BALLS,26.08
333,1101,2025-08-03T14:29:00,4891,MEATBALLS;KIDS,12.31
334,1101,2025-08-03T15:07:00,1530,SALMON;MEATBALLS;COFFEE,17.39
335,1101,2025-08-03T16:41:00,4062,CINNAMON_BUN,23.76
336,1101,2025-08-03T19:28:00,4459,MEATBALLS,8.24
337,1101,2025-08-03T16:15:00,1265,MEATBALLS;SALMON,13.71
338,1101,2025-08-03T13:43:00,532,CINNAMON_BUN;KIDS,26.33
339,1101,2025-08-03T12:21:00,5337,SALMON,29.46
340,1101,2025-08-03T16:29:00,2991,VEG_BALLS;VEG_BALLS;MEATBALLS,28.77
341,1101,2025-08-03T15:49:00,3386,CINNAMON_BUN;MEATBALLS,17.69
342,1101,2025-08-03T17:33:00,2644,SALMON,30.03
343,1101,2025-08-03T15:32:00,3629,CINNAMON_BUN;KIDS,23.59
344,1101,2025-08-03T13:01:00,1865,KIDS;SALMON,33.23
345,1101,2025-08-03T11:43:00,1936,SALMON;COFFEE,32.84
346,1101,2025-08-03T15:50:00,4142,SALMON;MEATBALLS,19.07
347,1101,2025-08-03T17:13:00,5009,KIDS,28.7
348,1101,2025-08-03T12:58:00,2350,KIDS;SALMON,31.01
349,1101,2025-08-03T15:55:00,1144,COFFEE,26.32
350,1101,2025-08-03T13:38:00,3399,KIDS,11.92
351,1101,2025-08-03T10:30:00,5345,MEATBALLS,8.81
352,1101,2025-08-03T16:17:00,1701,MEATBALLS;KIDS,10.77
353,1101,2025-08-03T19:10:00,5780,KIDS;COFFEE,17.58
354,1101,2025-08-03T15:38:00,1722,VEG_BALLS;COFFEE,16.53
355,1101,2025-08-03T13:13:00,4342,MEATBALLS;KIDS,30.98
356,1101,2025-08-03T18:00:00,3425,SALMON;KIDS,28.87
357,1101,2025-08-03T15:20:00,5794,SALMON,14.81
358,1101,2025-08-03T16:22:00,715,MEATBALLS;CINNAMON_BUN,24.74
359,1101,2025-08-03T13:39:00,2703,VEG_BALLS,30.07
360,1101,2025-08-03T15:26:00,215,CINNAMON_BUN,30.58
361,1101,2025-08-03T17:14:00,4971,VEG_BALLS;VEG_BALLS;CINNAMON_BUN,24.85
362,1101,2025-08-03T15:44:00,1423,MEATBALLS;MEATBALLS;CINNAMON_BUN,10.25
363,1101,2025-08-03T12:03:00,1051,COFFEE;COFFEE;KIDS,14.72
364,1101,2025-08-03T14:23:00,4311,CINNAMON_BUN;CINNAMON_BUN,33.8
365,1101,2025-08-03T18:49:00,2989,MEATBALLS;MEATBALLS,18.56
366,1101,2025-08-03T13:23:00,5259,COFFEE;CINNAMON_BUN,12.3
367,1101,2025-08-03T15:49:00,2930,CINNAMON_BUN,7.46
368,1101,2025-08-03T15:30:00,1323,COFFEE,16.22
369,1101,2025-08-03T16:54:00,5450,COFFEE,25.51
370,1101,2025-08-03T19:40:00,5310,SALMON;KIDS,21.87
371,1101,2025-08-03T14:01:00,5014,SALMON,15.68
372,1101,2025-08-03T16:14:00,81,VEG_BALLS;MEATBALLS,6.91
373,1101,2025-08-03T15:56:00,2177,SALMON;CINNAMON_BUN,11.58
374,1101,2025-08-03T13:12:00,1050,CINNAMON_BUN;VEG_BALLS,28.41
375,1101,2025-08-03T16:13:00,121,COFFEE,32.78
376,1101,2025-08-03T15:29:00,2215,KIDS,23.83
377,1101,2025-08-03T17:33:00,5149,VEG_BALLS,12.26
378,1101,2025-08-03T13:34:00,5637,MEATBALLS,9.99
379,1101,2025-08-03T19:46:00,78,VEG_BALLS;KIDS,34.59
380,1101,2025-08-03T17:15:00,2984,KIDS,22.3
381,1101,2025-08-03T17:08:00,985,MEATBALLS,29.2
382,1101,2025-08-03T19:13:00,2112,COFFEE,13.65
383,1101,2025-08-03T17:34:00,877,SALMON,11.76
384,1101,2025-08-03T17:34:00,149,MEATBALLS,6.55
385,1101,2025-08-03T16:17:00,1075,VEG_BALLS;VEG_BALLS,18.07
386,1101,2025-08-03T19:44:00,3851,VEG_BALLS,17.21
387,1101,2025-08-03T19:21:00,231,MEATBALLS;COFFEE,20.62
388,1101,2025-08-03T11:47:00,4658,COFFEE,23.01
389,1101,2025-08-03T15:55:00,4058,MEATBALLS;SALMON,20.87
390,1101,2025-08-03T15:54:00,5701,VEG_BALLS,7.18
